EmpID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,AgeGroup,SalarySlab
RM714,45,No,Travel_Rarely,Research & Development,1,Medical,4,Female,Laboratory Technician,4,Divorced,2270,11005,3,No,14,3,4,8,2,3,5,3,0,36-45,Upto 5k
RM555,27,No,Travel_Rarely,Research & Development,7,Medical,4,Female,Healthcare Representative,1,Single,6811,23398,8,No,19,3,1,9,2,1,7,6,0,26-35,5k-10k
RM242,32,No,Non_Travel,Sales,26,Marketing,3,Male,Sales Executive,4,Married,4465,12069,0,No,18,3,1,4,2,3,3,2,2,26-35,Upto 5k
RM1383,31,No,Non_Travel,Research & Development,3,Medical,3,Male,Research Scientist,1,Divorced,3065,3995,1,Yes,13,3,4,4,3,4,4,2,2,26-35,Upto 5k
RM856,37,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,14,2,2,14,8,3,36-45,5k-10k
RM1191,32,No,Travel_Rarely,Research & Development,2,Medical,4,Male,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,10,4,2,9,5,1,26-35,5k-10k
RM1414,25,No,Travel_Rarely,Research & Development,2,Other,4,Male,Laboratory Technician,3,Divorced,3977,7298,6,Yes,19,3,3,7,2,2,2,2,0,18-25,Upto 5k
RM1128,23,No,Travel_Rarely,Research & Development,10,Technical Degree,4,Male,Research Scientist,3,Married,2073,12826,2,No,16,3,4,4,2,3,2,2,2,18-25,Upto 5k
RM225,31,No,Non_Travel,Research & Development,1,Medical,3,Male,Manufacturing Director,3,Married,4345,4381,0,No,12,3,4,6,2,3,5,4,1,26-35,Upto 5k
RM1252,30,No,Travel_Rarely,Sales,15,Marketing,3,Male,Sales Executive,1,Divorced,7140,3088,2,No,11,3,1,12,2,3,7,7,1,26-35,5k-10k
RM1043,44,No,Non_Travel,Research & Development,5,Life Sciences,3,Male,Laboratory Technician,3,Single,3162,7973,3,No,14,3,4,7,5,3,5,2,0,36-45,Upto 5k
RM391,43,No,Travel_Rarely,Research & Development,12,Life Sciences,1,Male,Research Director,2,Divorced,14336,4345,1,No,11,3,3,25,3,3,25,10,3,36-45,10k-15k
RM841,35,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,10,2,3,8,0,1,26-35,Upto 5k
RM429,47,No,Travel_Rarely,Research & Development,2,Medical,1,Female,Manufacturing Director,4,Married,5070,7389,5,No,13,3,3,20,2,3,5,0,0,46-55,5k-10k
RM872,24,Yes,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,3,1,1,0,0,18-25,Upto 5k
RM816,21,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,2,6,4,2,2,2,18-25,Upto 5k
RM632,44,No,Travel_Rarely,Research & Development,8,Life Sciences,1,Male,Laboratory Technician,4,Married,2818,5044,2,Yes,24,4,3,10,2,2,3,2,0,36-45,Upto 5k
RM421,29,No,Travel_Rarely,Research & Development,3,Medical,2,Male,Research Director,3,Married,11935,21526,1,No,18,3,3,10,2,3,10,2,0,26-35,10k-15k
RM441,34,Yes,Travel_Frequently,Human Resources,23,Human Resources,2,Female,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,11,2,3,3,2,0,26-35,5k-10k
RM063,50,No,Travel_Rarely,Research & Development,7,Medical,2,Female,Research Director,3,Married,18740,16701,5,Yes,12,3,4,29,2,2,27,3,13,46-55,15k+
RM187,40,No,Travel_Rarely,Research & Development,4,Medical,4,Female,Manager,3,Married,19033,6499,1,No,14,3,2,21,2,3,20,8,9,36-45,15k+
RM1134,43,No,Travel_Rarely,Research & Development,27,Technical Degree,4,Male,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,8,0,3,6,4,0,36-45,Upto 5k
RM1053,30,No,Non_Travel,Research & Development,7,Technical Degree,3,Male,Research Scientist,3,Divorced,1274,7152,1,No,13,3,2,1,2,2,1,0,0,26-35,Upto 5k
RM944,46,No,Travel_Rarely,Human Resources,1,Life Sciences,4,Female,Human Resources,1,Single,3423,22957,6,No,12,3,3,10,3,4,7,6,5,46-55,Upto 5k
RM1189,29,No,Travel_Rarely,Sales,5,Medical,1,Male,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,10,3,2,10,0,0,26-35,Upto 5k
RM506,26,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Female,Laboratory Technician,4,Married,2659,17759,1,Yes,13,3,3,3,2,3,3,2,0,26-35,Upto 5k
RM1109,35,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Laboratory Technician,1,Single,2450,21731,1,No,19,3,2,3,3,3,3,0,1,26-35,Upto 5k
RM218,29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,3,Male,Research Scientist,3,Single,2058,19757,0,No,14,3,4,7,1,2,6,2,1,26-35,Upto 5k
RM807,52,No,Travel_Rarely,Research & Development,7,Life Sciences,2,Male,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,18,4,3,8,6,4,46-55,10k-15k
RM044,27,No,Travel_Frequently,Sales,8,Life Sciences,4,Male,Sales Executive,3,Single,8726,2975,1,No,15,3,4,9,0,3,9,8,1,26-35,5k-10k
RM1126,29,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,6,0,4,6,4,1,26-35,5k-10k
RM669,28,No,Travel_Rarely,Research & Development,9,Medical,3,Female,Research Scientist,3,Divorced,2377,9834,5,No,18,3,2,6,2,3,2,2,2,26-35,Upto 5k
RM275,21,No,Travel_Rarely,Research & Development,3,Medical,4,Male,Research Scientist,3,Single,3230,10531,1,No,17,3,1,3,4,4,3,2,1,18-25,Upto 5k
RM978,34,No,Non_Travel,Research & Development,26,Technical Degree,1,Female,Research Scientist,3,Divorced,2029,15891,1,No,20,4,3,5,2,3,5,4,0,26-35,Upto 5k
RM1304,47,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,Manufacturing Director,2,Married,10333,19271,8,Yes,12,3,3,28,4,3,22,11,14,46-55,10k-15k
RM334,43,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Female,Healthcare Representative,1,Married,9985,9262,8,No,16,3,1,10,1,2,1,0,0,36-45,5k-10k
RM492,43,No,Travel_Frequently,Research & Development,9,Medical,4,Male,Laboratory Technician,3,Divorced,5679,19627,3,Yes,13,3,2,10,3,3,8,7,4,36-45,5k-10k
RM202,49,No,Non_Travel,Research & Development,18,Life Sciences,4,Male,Manufacturing Director,4,Married,6804,23793,1,Yes,15,3,1,7,0,3,7,7,1,46-55,5k-10k
RM779,46,No,Travel_Rarely,Research & Development,8,Life Sciences,4,Female,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,19,2,3,16,13,1,46-55,Upto 5k
RM823,34,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,5,3,2,3,2,0,26-35,Upto 5k
RM1248,31,No,Travel_Rarely,Sales,5,Technical Degree,1,Male,Sales Executive,3,Married,8346,20943,1,No,19,3,3,6,3,3,5,2,0,26-35,5k-10k
RM1226,45,No,Travel_Rarely,Research & Development,28,Technical Degree,4,Female,Research Director,2,Single,16704,17119,1,No,11,3,3,21,2,3,21,6,8,36-45,15k+
RM006,32,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Laboratory Technician,4,Single,3068,11864,0,No,13,3,3,8,2,2,7,7,3,26-35,Upto 5k
RM215,30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,4,Female,Research Scientist,1,Single,2657,8556,5,Yes,11,3,3,8,5,3,5,2,0,26-35,Upto 5k
RM430,46,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Research Director,3,Married,17861,2288,6,No,13,3,3,26,2,1,3,2,0,46-55,15k+
RM964,38,No,Travel_Rarely,Sales,2,Life Sciences,2,Female,Sales Executive,1,Divorced,6893,19461,3,No,15,3,4,11,3,3,7,7,1,36-45,5k-10k
RM801,28,Yes,Travel_Frequently,Research & Development,1,Medical,1,Male,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,1,2,3,1,0,0,26-35,Upto 5k
RM894,29,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,5,3,3,2,1,26-35,Upto 5k
RM624,30,No,Travel_Frequently,Research & Development,5,Life Sciences,2,Male,Research Scientist,4,Divorced,3761,2373,9,No,12,3,2,10,3,2,5,4,0,26-35,Upto 5k
RM1143,45,No,Travel_Rarely,Research & Development,5,Medical,3,Female,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,10,3,3,10,7,1,36-45,5k-10k
RM249,37,No,Travel_Rarely,Research & Development,1,Medical,3,Female,Research Scientist,1,Married,3920,18697,2,No,14,3,1,17,2,2,3,1,0,36-45,Upto 5k
RM509,35,No,Travel_Rarely,Research & Development,6,Life Sciences,2,Male,Research Scientist,4,Single,6646,19368,1,No,13,3,2,17,3,3,17,11,11,26-35,5k-10k
RM799,33,Yes,Travel_Rarely,Research & Development,25,Medical,1,Male,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,5,0,3,2,2,2,26-35,Upto 5k
RM961,41,No,Travel_Frequently,Sales,1,Marketing,3,Female,Sales Executive,1,Divorced,4103,4297,0,No,17,3,4,10,2,3,9,3,1,36-45,Upto 5k
RM323,32,No,Travel_Rarely,Research & Development,2,Medical,1,Female,Research Scientist,4,Single,5055,10557,7,No,16,3,3,10,0,2,7,7,0,26-35,5k-10k
RM532,32,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,Research Director,4,Single,11159,19373,3,No,15,3,4,10,6,3,7,7,7,26-35,10k-15k
RM1469,49,No,Travel_Frequently,Sales,2,Medical,4,Male,Sales Executive,2,Married,5390,13243,2,No,14,3,4,17,3,2,9,6,0,46-55,5k-10k
RM1082,35,No,Travel_Rarely,Research & Development,16,Life Sciences,4,Female,Healthcare Representative,2,Single,8606,21195,1,No,19,3,4,11,3,1,11,8,3,26-35,5k-10k
RM948,52,Yes,Travel_Rarely,Sales,5,Life Sciences,2,Male,Sales Executive,2,Single,8446,21534,9,Yes,19,3,3,10,2,2,8,7,7,46-55,5k-10k
RM115,34,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Female,Research Scientist,2,Divorced,4505,15000,6,No,15,3,3,12,3,3,1,0,0,26-35,Upto 5k
RM141,32,Yes,Travel_Rarely,Research & Development,9,Medical,1,Female,Laboratory Technician,1,Single,4200,10224,7,No,22,4,1,10,2,4,5,4,0,26-35,Upto 5k
RM466,46,No,Travel_Frequently,Research & Development,18,Medical,1,Female,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,28,3,2,2,2,1,46-55,10k-15k
RM236,43,No,Travel_Rarely,Sales,16,Marketing,4,Female,Manager,4,Married,16064,7744,5,Yes,22,4,3,22,3,3,17,13,1,36-45,15k+
RM748,38,No,Travel_Rarely,Sales,3,Life Sciences,2,Male,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,19,1,3,1,0,0,36-45,5k-10k
RM1436,44,No,Travel_Rarely,Research & Development,1,Medical,2,Male,Research Scientist,4,Single,2436,13422,6,Yes,12,3,3,6,2,3,4,3,1,36-45,Upto 5k
RM1035,45,No,Travel_Rarely,Research & Development,20,Medical,2,Male,Healthcare Representative,1,Divorced,10851,19863,2,Yes,18,3,2,24,2,3,7,7,0,36-45,10k-15k
RM755,33,No,Non_Travel,Sales,8,Life Sciences,2,Female,Sales Representative,4,Single,2342,21437,0,No,19,3,4,3,2,2,2,2,2,26-35,Upto 5k
RM105,37,No,Non_Travel,Research & Development,2,Life Sciences,3,Male,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,17,2,4,1,0,0,36-45,5k-10k
RM1184,36,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,13,3,3,5,4,0,36-45,5k-10k
RM600,36,No,Travel_Rarely,Human Resources,13,Human Resources,3,Male,Human Resources,2,Married,2143,25527,4,No,13,3,2,8,2,3,5,2,0,36-45,Upto 5k
RM211,32,Yes,Travel_Rarely,Sales,4,Medical,4,Male,Sales Executive,4,Married,10400,25812,1,No,11,3,3,14,2,2,14,8,9,26-35,10k-15k
RM368,50,No,Travel_Rarely,Research & Development,10,Technical Degree,4,Male,Healthcare Representative,4,Single,10496,2755,6,No,15,3,4,20,2,3,4,3,1,46-55,10k-15k
RM1077,54,No,Travel_Frequently,Research & Development,11,Medical,2,Female,Manager,4,Married,16032,24456,3,No,20,4,1,26,2,3,14,9,1,46-55,15k+
RM806,45,No,Non_Travel,Sales,9,Life Sciences,2,Female,Sales Executive,3,Married,5593,17970,1,No,13,3,4,15,2,3,15,10,4,36-45,5k-10k
RM219,45,No,Non_Travel,Sales,6,Medical,4,Female,Sales Executive,4,Single,8865,16840,6,No,12,3,4,23,2,3,19,7,12,36-45,5k-10k
RM700,52,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Manager,4,Married,17099,13829,2,No,15,3,2,26,2,2,9,8,7,46-55,15k+
RM1249,27,No,Travel_Rarely,Research & Development,8,Medical,3,Female,Research Scientist,4,Single,3445,6152,1,No,11,3,3,6,5,2,6,2,1,26-35,Upto 5k
RM1010,58,No,Travel_Rarely,Research & Development,1,Medical,4,Female,Research Director,1,Married,19701,22456,3,Yes,21,4,3,32,3,3,9,8,1,55+,15k+
RM740,27,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,Manufacturing Director,4,Married,4227,4658,0,No,18,3,2,4,2,3,3,2,2,26-35,Upto 5k
RM1130,42,No,Travel_Rarely,Research & Development,9,Other,4,Male,Manager,4,Single,19613,26362,8,No,22,4,4,24,2,3,1,0,0,36-45,15k+
RM953,31,Yes,Travel_Frequently,Sales,1,Life Sciences,4,Female,Sales Representative,2,Single,2302,8319,1,Yes,11,3,1,3,2,4,3,2,2,26-35,Upto 5k
RM352,32,No,Travel_Rarely,Research & Development,2,Medical,3,Female,Laboratory Technician,2,Married,2370,3956,1,No,13,3,3,8,4,3,8,0,0,26-35,Upto 5k
RM897,31,No,Travel_Rarely,Research & Development,24,Medical,3,Female,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,10,2,3,10,9,1,26-35,5k-10k
RM399,37,No,Non_Travel,Research & Development,25,Medical,2,Female,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,15,2,3,13,11,10,36-45,Upto 5k
RM1378,49,No,Travel_Frequently,Research & Development,2,Life Sciences,2,Male,Research Director,4,Married,19161,13738,3,No,15,3,4,28,3,3,5,4,4,46-55,15k+
RM047,34,No,Non_Travel,Sales,23,Marketing,2,Male,Sales Executive,3,Single,4568,10034,0,No,20,4,3,10,2,3,9,5,8,26-35,Upto 5k
RM734,26,No,Travel_Rarely,Research & Development,2,Medical,4,Male,Manufacturing Director,4,Married,5472,3334,1,No,12,3,2,8,2,3,8,7,1,26-35,5k-10k
RM189,34,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Manufacturing Director,3,Married,9547,14074,1,No,17,3,3,10,2,2,10,9,1,26-35,5k-10k
RM695,33,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Healthcare Representative,4,Single,6949,12291,0,No,14,3,1,6,3,3,5,0,1,26-35,5k-10k
RM281,53,No,Travel_Rarely,Research & Development,3,Medical,3,Male,Research Director,3,Married,17584,21016,3,Yes,16,3,4,21,5,2,5,3,1,46-55,15k+
RM656,33,No,Travel_Rarely,Human Resources,3,Human Resources,4,Male,Human Resources,2,Divorced,2277,22650,3,Yes,11,3,3,7,4,4,4,3,0,26-35,Upto 5k
RM515,33,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,Research Scientist,1,Single,3348,3164,1,Yes,11,3,1,10,3,3,10,8,9,26-35,Upto 5k
RM1258,31,Yes,Travel_Rarely,Sales,16,Marketing,1,Male,Sales Executive,3,Married,8161,19002,2,No,13,3,1,10,2,3,1,0,0,26-35,5k-10k
RM1359,31,No,Travel_Rarely,Sales,10,Medical,3,Female,Sales Executive,4,Divorced,6583,20115,2,Yes,11,3,4,8,2,3,5,2,1,26-35,5k-10k
RM772,54,No,Travel_Rarely,Sales,2,Life Sciences,3,Female,Sales Executive,3,Married,10686,8392,6,No,11,3,2,13,4,3,9,4,7,46-55,10k-15k
RM813,43,No,Travel_Frequently,Research & Development,27,Life Sciences,3,Female,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,18,1,3,8,7,0,36-45,10k-15k
RM073,31,No,Travel_Rarely,Research & Development,1,Medical,3,Male,Research Scientist,2,Single,2501,18775,1,No,17,3,2,1,4,3,1,1,1,26-35,Upto 5k
RM403,30,No,Travel_Rarely,Sales,12,Technical Degree,2,Female,Sales Executive,3,Single,6577,19558,0,No,11,3,2,6,6,3,5,4,4,26-35,5k-10k
RM1220,29,No,Travel_Rarely,Research & Development,9,Medical,4,Female,Laboratory Technician,3,Married,2974,25412,9,No,17,3,3,9,2,3,5,3,1,26-35,Upto 5k
RM1074,28,No,Travel_Rarely,Research & Development,29,Life Sciences,3,Male,Manufacturing Director,2,Married,6549,3173,1,No,14,3,2,8,2,2,8,6,1,26-35,5k-10k
RM185,53,No,Travel_Rarely,Research & Development,13,Medical,4,Female,Manufacturing Director,1,Married,4450,26250,1,No,11,3,3,5,3,3,4,2,1,46-55,Upto 5k
RM200,38,No,Travel_Rarely,Research & Development,29,Technical Degree,4,Male,Manufacturing Director,4,Married,6261,4185,3,No,18,3,1,9,3,1,7,7,1,36-45,5k-10k
RM668,41,Yes,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,Laboratory Technician,4,Divorced,2778,17725,4,Yes,13,3,3,10,1,2,7,7,1,36-45,Upto 5k
RM658,29,No,Travel_Rarely,Research & Development,7,Medical,1,Female,Laboratory Technician,4,Divorced,2532,6054,6,No,14,3,3,8,5,3,4,3,0,26-35,Upto 5k
RM759,59,No,Travel_Rarely,Sales,1,Technical Degree,2,Male,Manager,4,Married,11904,11038,3,Yes,14,3,3,14,1,1,6,4,0,55+,10k-15k
RM1080,39,No,Travel_Rarely,Research & Development,6,Life Sciences,2,Female,Manufacturing Director,2,Single,8376,9150,4,No,18,3,4,9,3,3,2,0,2,36-45,5k-10k
RM940,32,Yes,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,Laboratory Technician,3,Married,4883,22845,1,No,18,3,1,10,3,3,10,4,1,26-35,Upto 5k
RM556,29,No,Travel_Rarely,Sales,10,Marketing,4,Male,Sales Representative,2,Divorced,2297,17967,1,No,14,3,4,2,2,3,2,2,2,26-35,Upto 5k
RM788,55,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,23,4,3,3,2,1,46-55,10k-15k
RM317,49,No,Travel_Rarely,Research & Development,1,Technical Degree,3,Female,Healthcare Representative,3,Single,13964,17810,7,Yes,12,3,4,25,2,3,7,1,0,46-55,10k-15k
RM1297,30,No,Travel_Rarely,Research & Development,10,Medical,1,Female,Manufacturing Director,3,Single,9667,2739,9,No,14,3,2,9,3,3,7,7,0,26-35,5k-10k
RM1443,29,Yes,Travel_Rarely,Research & Development,1,Medical,1,Male,Research Scientist,4,Married,4787,26124,9,Yes,14,3,2,4,3,4,2,2,2,26-35,Upto 5k
RM587,24,No,Non_Travel,Research & Development,9,Life Sciences,3,Male,Laboratory Technician,2,Divorced,2694,26551,1,No,11,3,3,1,4,3,1,0,0,18-25,Upto 5k
RM1224,47,Yes,Travel_Frequently,Sales,9,Life Sciences,3,Male,Sales Executive,3,Married,12936,24164,7,No,11,3,3,25,3,1,23,5,14,46-55,10k-15k
RM095,32,No,Travel_Rarely,Sales,6,Medical,2,Male,Sales Executive,3,Single,5010,24301,1,No,16,3,1,12,0,3,11,8,5,26-35,5k-10k
RM459,40,No,Non_Travel,Sales,28,Other,3,Male,Sales Executive,1,Divorced,10932,11373,3,No,15,3,3,20,2,3,1,0,0,36-45,10k-15k
RM1362,26,No,Travel_Frequently,Research & Development,6,Other,3,Male,Laboratory Technician,4,Married,2544,7102,0,No,18,3,1,8,3,3,7,7,7,26-35,Upto 5k
RM858,44,Yes,Travel_Rarely,Research & Development,10,Life Sciences,3,Male,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,6,4,3,6,4,0,36-45,Upto 5k
RM054,35,No,Non_Travel,Research & Development,11,Medical,3,Male,Healthcare Representative,1,Married,9884,8302,2,Yes,13,3,3,10,3,3,4,0,2,26-35,5k-10k
RM732,20,Yes,Travel_Rarely,Research & Development,11,Medical,4,Female,Research Scientist,1,Single,2600,18275,1,Yes,15,3,1,1,2,3,1,0,0,18-25,Upto 5k
RM900,49,No,Travel_Rarely,Research & Development,4,Medical,1,Male,Manager,3,Married,18711,12124,2,No,13,3,3,23,2,4,1,0,0,46-55,15k+
RM426,50,No,Travel_Rarely,Research & Development,29,Life Sciences,2,Male,Manager,3,Married,17046,9314,0,No,15,3,2,28,2,3,27,10,15,46-55,15k+
RM908,44,No,Travel_Rarely,Sales,5,Marketing,2,Male,Manager,2,Married,18213,8751,7,No,11,3,3,26,5,3,22,9,3,36-45,15k+
RM1067,33,No,Travel_Rarely,Research & Development,4,Medical,1,Female,Laboratory Technician,2,Married,3838,8192,8,No,11,3,4,8,5,3,5,4,0,26-35,Upto 5k
RM001,41,Yes,Travel_Rarely,Sales,1,Life Sciences,2,Female,Sales Executive,4,Single,5993,19479,8,Yes,11,3,1,8,0,1,6,4,0,36-45,5k-10k
RM1382,28,No,Non_Travel,Research & Development,16,Medical,3,Male,Research Scientist,3,Single,2144,2122,1,No,14,3,3,5,3,2,5,3,1,26-35,Upto 5k
RM890,27,No,Travel_Rarely,Research & Development,14,Life Sciences,1,Male,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,9,3,2,9,7,6,26-35,Upto 5k
RM306,36,No,Non_Travel,Research & Development,24,Life Sciences,2,Female,Laboratory Technician,2,Married,5674,6927,7,No,15,3,3,11,3,3,9,8,0,36-45,5k-10k
RM387,37,No,Travel_Rarely,Research & Development,14,Life Sciences,4,Female,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,18,2,2,18,7,12,36-45,Upto 5k
RM1040,34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,1,Female,Human Resources,3,Married,2742,3072,1,No,15,3,4,2,0,3,2,2,2,26-35,Upto 5k
RM809,29,No,Travel_Rarely,Research & Development,28,Life Sciences,3,Female,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,11,1,3,7,5,1,26-35,Upto 5k
RM1115,48,No,Travel_Rarely,Research & Development,15,Other,3,Female,Research Scientist,1,Married,2367,16530,8,No,12,3,4,10,3,2,8,2,7,46-55,Upto 5k
RM757,32,No,Non_Travel,Research & Development,29,Medical,4,Female,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,10,2,3,8,7,7,26-35,Upto 5k
RM584,34,No,Travel_Rarely,Sales,8,Life Sciences,3,Female,Sales Executive,1,Married,6500,13305,5,No,17,3,2,6,1,3,3,2,1,26-35,5k-10k
RM991,33,No,Travel_Frequently,Sales,5,Life Sciences,2,Male,Sales Executive,4,Married,9998,19293,6,No,13,3,1,8,2,4,5,4,1,26-35,5k-10k
RM494,44,No,Travel_Rarely,Human Resources,1,Life Sciences,1,Female,Human Resources,3,Single,5985,26894,4,No,11,3,2,10,1,4,2,2,0,36-45,5k-10k
RM1192,31,No,Travel_Rarely,Sales,5,Life Sciences,1,Female,Sales Executive,4,Married,5476,22589,1,No,11,3,1,10,2,3,10,0,0,26-35,5k-10k
RM107,50,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,Research Director,2,Married,18172,9755,3,Yes,19,3,1,28,1,2,8,3,0,46-55,15k+
RM060,37,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Manufacturing Director,3,Divorced,5993,2689,1,No,18,3,3,7,2,4,7,5,0,36-45,5k-10k
RM513,27,No,Travel_Rarely,Research & Development,3,Medical,1,Male,Research Scientist,4,Single,2045,15174,0,No,13,3,4,5,0,3,4,2,1,26-35,Upto 5k
RM427,30,No,Non_Travel,Research & Development,2,Medical,3,Female,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,12,2,2,11,7,6,26-35,Upto 5k
RM446,55,No,Travel_Rarely,Sales,18,Life Sciences,1,Female,Manager,2,Single,16835,9873,3,No,23,4,4,37,2,3,10,9,7,46-55,15k+
RM892,44,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,Research Scientist,4,Married,2011,19982,1,No,13,3,4,10,5,3,10,5,7,36-45,Upto 5k
RM290,28,No,Travel_Rarely,Research & Development,8,Life Sciences,4,Female,Research Scientist,4,Single,3310,4488,1,No,21,4,4,5,3,3,5,3,0,26-35,Upto 5k
RM1454,36,No,Travel_Rarely,Sales,11,Marketing,2,Female,Sales Executive,4,Married,6652,14369,4,No,13,3,1,8,2,2,6,3,0,36-45,5k-10k
RM670,39,Yes,Travel_Rarely,Research & Development,6,Medical,4,Male,Laboratory Technician,1,Married,2404,4303,7,Yes,21,4,4,8,2,1,2,2,2,36-45,Upto 5k
RM018,22,No,Non_Travel,Research & Development,16,Medical,4,Male,Laboratory Technician,4,Divorced,2935,7324,1,Yes,13,3,2,1,2,2,1,0,0,18-25,Upto 5k
RM336,40,No,Travel_Rarely,Sales,1,Medical,2,Male,Sales Executive,4,Married,7457,13273,2,Yes,22,4,3,6,2,2,4,3,0,36-45,5k-10k
RM973,18,No,Non_Travel,Research & Development,1,Life Sciences,4,Female,Laboratory Technician,4,Single,1611,19305,1,No,15,3,3,0,5,4,0,0,0,18-25,Upto 5k
RM434,46,No,Travel_Rarely,Sales,10,Marketing,3,Female,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,15,3,3,3,2,1,46-55,5k-10k
RM027,32,Yes,Travel_Frequently,Research & Development,16,Life Sciences,2,Female,Research Scientist,1,Single,3919,4681,1,Yes,22,4,2,10,5,3,10,2,6,26-35,Upto 5k
RM1307,31,No,Travel_Frequently,Sales,7,Marketing,1,Female,Sales Executive,1,Married,9637,8277,2,No,14,3,4,9,3,3,3,2,2,26-35,5k-10k
RM1390,31,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,Research Scientist,1,Married,5003,5771,1,No,21,4,2,10,6,3,10,8,8,26-35,5k-10k
